PERMNO,date,TICKER,COMNAM,PRC,RET,CFACPR
93436,20100915,TSLA,TESLA MOTORS INC,21.98000,0.040720,15
93436,20100916,TSLA,TESLA MOTORS INC,20.94000,-0.047316,15
93436,20100917,TSLA,TESLA MOTORS INC,20.23000,-0.033906,15
93436,20100920,TSLA,TESLA MOTORS INC,21.05500,0.040781,15
93436,20100921,TSLA,TESLA MOTORS INC,20.77000,-0.013536,15
93436,20100922,TSLA,TESLA MOTORS INC,19.87000,-0.043332,15
93436,20100923,TSLA,TESLA MOTORS INC,19.56000,-0.015601,15
93436,20100924,TSLA,TESLA MOTORS INC,20.10000,0.027607,15
93436,20100927,TSLA,TESLA MOTORS INC,20.53000,0.021393,15
93436,20100928,TSLA,TESLA MOTORS INC,21.40000,0.042377,15
93436,20100929,TSLA,TESLA MOTORS INC,21.98000,0.027103,15
93436,20100930,TSLA,TESLA MOTORS INC,20.40500,-0.071656,15
93436,20101001,TSLA,TESLA MOTORS INC,20.60000,0.009556,15
93436,20101004,TSLA,TESLA MOTORS INC,20.99000,0.018932,15
93436,20101005,TSLA,TESLA MOTORS INC,21.12000,0.006193,15
93436,20101006,TSLA,TESLA MOTORS INC,20.46000,-0.031250,15
93436,20101007,TSLA,TESLA MOTORS INC,20.43000,-0.001466,15
93436,20101008,TSLA,TESLA MOTORS INC,20.43000,0.000000,15
93436,20101011,TSLA,TESLA MOTORS INC,20.24000,-0.009300,15
93436,20101012,TSLA,TESLA MOTORS INC,20.24000,0.000000,15
93436,20101013,TSLA,TESLA MOTORS INC,20.54000,0.014822,15
93436,20101014,TSLA,TESLA MOTORS INC,20.75000,0.010224,15
93436,20101015,TSLA,TESLA MOTORS INC,20.54000,-0.010120,15
93436,20101018,TSLA,TESLA MOTORS INC,20.23000,-0.015093,15
93436,20101019,TSLA,TESLA MOTORS INC,20.05000,-0.008898,15
93436,20101020,TSLA,TESLA MOTORS INC,20.65000,0.029925,15
93436,20101021,TSLA,TESLA MOTORS INC,20.75000,0.004843,15
93436,20101022,TSLA,TESLA MOTORS INC,20.72000,-0.001446,15
93436,20101025,TSLA,TESLA MOTORS INC,20.85000,0.006274,15
93436,20101026,TSLA,TESLA MOTORS INC,21.36000,0.024460,15
93436,20101027,TSLA,TESLA MOTORS INC,21.00000,-0.016854,15
93436,20101028,TSLA,TESLA MOTORS INC,21.19000,0.009048,15
93436,20101029,TSLA,TESLA MOTORS INC,21.84000,0.030675,15
93436,20101101,TSLA,TESLA MOTORS INC,21.41000,-0.019689,15
93436,20101102,TSLA,TESLA MOTORS INC,21.25000,-0.007473,15
93436,20101103,TSLA,TESLA MOTORS INC,21.77000,0.024471,15
93436,20101104,TSLA,TESLA MOTORS INC,24.90000,0.143776,15
93436,20101105,TSLA,TESLA MOTORS INC,24.44000,-0.018474,15
93436,20101108,TSLA,TESLA MOTORS INC,24.98000,0.022095,15
93436,20101109,TSLA,TESLA MOTORS INC,24.63000,-0.014011,15
93436,20101110,TSLA,TESLA MOTORS INC,29.36000,0.192042,15
93436,20101111,TSLA,TESLA MOTORS INC,28.03500,-0.045129,15
93436,20101112,TSLA,TESLA MOTORS INC,29.84000,0.064384,15
93436,20101115,TSLA,TESLA MOTORS INC,30.80000,0.032172,15
93436,20101116,TSLA,TESLA MOTORS INC,29.67000,-0.036688,15
93436,20101117,TSLA,TESLA MOTORS INC,29.49000,-0.006067,15
93436,20101118,TSLA,TESLA MOTORS INC,29.89000,0.013564,15
93436,20101119,TSLA,TESLA MOTORS INC,30.99000,0.036802,15
93436,20101122,TSLA,TESLA MOTORS INC,33.40000,0.077767,15
93436,20101123,TSLA,TESLA MOTORS INC,34.57000,0.035030,15
93436,20101124,TSLA,TESLA MOTORS INC,35.47000,0.026034,15
93436,20101126,TSLA,TESLA MOTORS INC,35.32000,-0.004229,15
93436,20101129,TSLA,TESLA MOTORS INC,34.33000,-0.028029,15
93436,20101130,TSLA,TESLA MOTORS INC,35.33000,0.029129,15
93436,20101201,TSLA,TESLA MOTORS INC,34.35000,-0.027739,15
93436,20101202,TSLA,TESLA MOTORS INC,32.35000,-0.058224,15
93436,20101203,TSLA,TESLA MOTORS INC,31.49000,-0.026584,15
93436,20101206,TSLA,TESLA MOTORS INC,30.31000,-0.037472,15
93436,20101207,TSLA,TESLA MOTORS INC,31.56000,0.041241,15
93436,20101208,TSLA,TESLA MOTORS INC,32.37000,0.025665,15
93436,20101209,TSLA,TESLA MOTORS INC,32.05000,-0.009886,15
93436,20101210,TSLA,TESLA MOTORS INC,31.52000,-0.016537,15
93436,20101213,TSLA,TESLA MOTORS INC,30.55000,-0.030774,15
93436,20101214,TSLA,TESLA MOTORS INC,28.53000,-0.066121,15
93436,20101215,TSLA,TESLA MOTORS INC,29.60000,0.037504,15
93436,20101216,TSLA,TESLA MOTORS INC,30.81000,0.040878,15
93436,20101217,TSLA,TESLA MOTORS INC,31.36000,0.017851,15
93436,20101220,TSLA,TESLA MOTORS INC,31.70000,0.010842,15
93436,20101221,TSLA,TESLA MOTORS INC,32.26000,0.017666,15
93436,20101222,TSLA,TESLA MOTORS INC,32.63000,0.011469,15
93436,20101223,TSLA,TESLA MOTORS INC,30.09000,-0.077843,15
93436,20101227,TSLA,TESLA MOTORS INC,25.54900,-0.150914,15
93436,20101228,TSLA,TESLA MOTORS INC,26.41000,0.033700,15
93436,20101229,TSLA,TESLA MOTORS INC,27.73000,0.049981,15
93436,20101230,TSLA,TESLA MOTORS INC,26.50000,-0.044356,15
93436,20101231,TSLA,TESLA MOTORS INC,26.63000,0.004906,15
93436,20110103,TSLA,TESLA MOTORS INC,26.62000,-0.000375,15
93436,20110104,TSLA,TESLA MOTORS INC,26.67000,0.001878,15
93436,20110105,TSLA,TESLA MOTORS INC,26.83000,0.005999,15
93436,20110106,TSLA,TESLA MOTORS INC,27.88000,0.039135,15
93436,20110107,TSLA,TESLA MOTORS INC,28.24000,0.012913,15
93436,20110110,TSLA,TESLA MOTORS INC,28.45000,0.007436,15
93436,20110111,TSLA,TESLA MOTORS INC,26.96000,-0.052373,15
93436,20110112,TSLA,TESLA MOTORS INC,26.96000,0.000000,15
93436,20110113,TSLA,TESLA MOTORS INC,26.22000,-0.027448,15
93436,20110114,TSLA,TESLA MOTORS INC,25.75000,-0.017925,15
93436,20110118,TSLA,TESLA MOTORS INC,25.64000,-0.004272,15
93436,20110119,TSLA,TESLA MOTORS INC,24.03000,-0.062792,15
93436,20110120,TSLA,TESLA MOTORS INC,22.62000,-0.058677,15
93436,20110121,TSLA,TESLA MOTORS INC,23.04000,0.018568,15
93436,20110124,TSLA,TESLA MOTORS INC,24.49000,0.062934,15
93436,20110125,TSLA,TESLA MOTORS INC,24.68000,0.007758,15
93436,20110126,TSLA,TESLA MOTORS INC,24.75000,0.002836,15
93436,20110127,TSLA,TESLA MOTORS INC,24.92000,0.006869,15
93436,20110128,TSLA,TESLA MOTORS INC,24.01000,-0.036517,15
93436,20110131,TSLA,TESLA MOTORS INC,24.10000,0.003748,15
93436,20110201,TSLA,TESLA MOTORS INC,23.91000,-0.007884,15
93436,20110202,TSLA,TESLA MOTORS INC,23.94000,0.001255,15
93436,20110203,TSLA,TESLA MOTORS INC,23.63000,-0.012949,15
93436,20110204,TSLA,TESLA MOTORS INC,23.46000,-0.007194,15
93436,20110207,TSLA,TESLA MOTORS INC,23.07000,-0.016624,15
93436,20110208,TSLA,TESLA MOTORS INC,24.49000,0.061552,15
93436,20110209,TSLA,TESLA MOTORS INC,23.21000,-0.052266,15
93436,20110210,TSLA,TESLA MOTORS INC,23.21500,0.000215,15
93436,20110211,TSLA,TESLA MOTORS INC,23.25000,0.001508,15
93436,20110214,TSLA,TESLA MOTORS INC,23.08000,-0.007312,15
93436,20110215,TSLA,TESLA MOTORS INC,22.84000,-0.010399,15
93436,20110216,TSLA,TESLA MOTORS INC,24.73000,0.082750,15
93436,20110217,TSLA,TESLA MOTORS INC,23.60000,-0.045693,15
93436,20110218,TSLA,TESLA MOTORS INC,23.18000,-0.017797,15
93436,20110222,TSLA,TESLA MOTORS INC,21.87000,-0.056514,15
93436,20110223,TSLA,TESLA MOTORS INC,21.83000,-0.001829,15
93436,20110224,TSLA,TESLA MOTORS INC,22.53000,0.032066,15
93436,20110225,TSLA,TESLA MOTORS INC,23.61000,0.047936,15
93436,20110228,TSLA,TESLA MOTORS INC,23.89000,0.011859,15
93436,20110301,TSLA,TESLA MOTORS INC,23.94000,0.002093,15
